Restaurant ID,Name,Cuisine,Locality,City,Latitude,Longitude,Rating,Total Number Ratings,Delivery
16596244,Nine Fine Food,"Japanese, Modern Australian",Perth CBD,Perth,-31.9403095293,115.8616879955,4.7,294,No
16601597,Hylin,"Coffee and Tea, Cafe Food",West Leederville,Perth,-31.9420950000,115.8380260000,4.5,304,No
16598168,Nobu Perth,"Japanese, Sushi",Burswood,Perth,-31.9605255258,115.8940253779,4.8,663,No
16596306,The Prophet Lebanese Cafe,"Middle Eastern, Cafe Food",East Victoria Park,Perth,-31.9873750642,115.9047770128,4.6,320,No
16596815,S & T Thai Gourmet Cafe,Thai,Perth CBD,Perth,-31.9454374886,115.8615253866,4.6,297,No
16597030,Prego Restaurant,"Italian, Mediterranean",Floreat,Perth,-31.9407465436,115.8015542105,4.6,410,No
16600113,Toastface Grillah,"Sandwich, Coffee and Tea","Saint Georges Terrace, Perth CBD",Perth,-31.9525474211,115.8608933911,4.5,240,No
16595944,Duende,"Tapas, Spanish",Leederville,Perth,-31.9376470000,115.8426130000,4.4,634,No
16600681,Pinchos,"Spanish, Tapas",Leederville,Perth,-31.9376580000,115.8414280000,4.4,360,No
16595766,Balthazar,"European, Modern Australian",Perth CBD,Perth,-31.9565943065,115.8581692725,4.5,285,No
16600128,Typika Artisan Roasters,"Coffee and Tea, Cafe Food",Claremont,Perth,-31.9830730227,115.7794326916,4.3,518,No
16599597,Is Donburi,Japanese,Northbridge,Perth,-31.9493708924,115.8590265736,4.5,293,No
16599574,Lalla Rookh Bar & Eating House,"Italian, Pizza",Perth CBD,Perth,-31.9555292641,115.8583248407,4.3,284,No
16596860,The Bonsai Restaurant & Cafe Lounge,Japanese,Northbridge,Perth,-31.9494226690,115.8576690406,4.6,409,No
16598588,La Cholita,"Mexican, Bar Food",Northbridge,Perth,-31.9472648097,115.8603582904,4.1,565,No
16600792,Brika,"Greek, Tapas, Mediterranean",Perth CBD,Perth,-31.9469729187,115.8655399829,4.2,356,Yes
16599599,Mr. Munchies Sushi,"Japanese, Sushi, Healthy Food",Mount Lawley,Perth,-31.9338277595,115.8723115548,4.4,341,Yes
16598048,P'tite Ardoise Bistro,French,Perth CBD,Perth,-31.9443950771,115.8657894284,4.6,360,No
16601401,Flora & Fauna,"Coffee and Tea, Cafe Food",Northbridge,Perth,-31.9465615386,115.8596475050,4.3,169,No
16598837,Run Amuk,Fast Food,"Orient Street, South Fremantle",Perth,-32.0722768677,115.7530652359,4.9,341,No
16600326,Mary Street Bakery,Bakery,Highgate,Perth,-31.9383017000,115.8694696000,4.0,518,No
16598045,Bivouac Canteen & Bar,"Mediterranean, Middle Eastern, Tapas",Northbridge,Perth,-31.9492955032,115.8592924476,4.5,369,No
16597765,Ootong & Lincoln,"Modern Australian, Burger, Sandwich, Coffee and Tea, Cafe Food",South Fremantle,Perth,-32.0650941036,115.7524868846,4.4,343,No
16596635,Andaluz Bar & Tapas,"Spanish, Tapas",Perth CBD,Perth,-31.9555161786,115.8572375402,4.4,276,No
16597791,The Attic Fremantle,Cafe Food,Fremantle,Perth,-32.0551800000,115.7463380000,4.4,240,No
16600310,Little Bird Cafe,"Australian, Cafe Food",Northbridge,Perth,-31.9453356378,115.8584633097,4.2,275,No
16596818,Toast,"Coffee and Tea, Sandwich, Cafe Food",East Perth,Perth,-31.9528663197,115.8784658834,4.2,505,No
16596980,Clarences,"Tapas, Modern Australian",Mount Lawley,Perth,-31.9371760000,115.8710190000,4.4,316,No
16595831,C Restaurant,"Modern Australian, European",Perth CBD,Perth,-31.9552610103,115.8593491092,4.1,893,No
16596581,Alfred's Kitchen,"Burger, Fast Food",Guildford,Perth,-31.8993700000,115.9681020000,4.5,338,No
16599234,Superstar Waffles,"Desserts, Coffee and Tea",Northbridge,Perth,-31.9492545370,115.8587375656,4.2,276,No
16596548,Hawker's Cuisine,"Chinese, Malaysian",Northbridge,Perth,-31.9478608221,115.8595204353,4.5,252,Yes
16597128,Restaurant Jun,"Japanese, Sushi",Perth CBD,Perth,-31.9549105439,115.8613212034,4.4,163,No
16596534,West End Deli,Cafe Food,West Perth,Perth,-31.9391939384,115.8501031995,4.3,355,No
16596768,Sherbet Cafe & Bake Shop,"Bakery, Coffee and Tea","Whatley Crescent, Maylands",Perth,-31.9281440000,115.8928070000,4.7,257,No
16596072,Il Lido Italian Canteen,Italian,Cottesloe,Perth,-31.9957814923,115.7521884888,4.3,414,No
16597087,Kitsch Bar,"Asian, Street Food",Leederville,Perth,-31.9331280000,115.8410720000,4.2,352,No
16599918,Jamie's Italian,Italian,Perth CBD,Perth,-31.9517195884,115.8580579609,3.8,1473,No
16596002,Galileo Buona Cucina,Italian,Shenton Park,Perth,-31.9609760000,115.8122330000,4.8,207,No
16596945,The Little Pantry,"Modern Australian, Cafe Food",Subiaco,Perth,-31.9562859461,115.8153394237,4.4,217,No
16596567,The Imp,"Modern Australian, Cafe Food",East Victoria Park,Perth,-31.9851956311,115.9034533426,4.3,456,No
16599146,The Merrywell,"American, Burger, Bar Food",Burswood,Perth,-31.9604913915,115.8948934078,4.0,619,No
16596448,Tony Roma's,"American, Burger, Steak, BBQ",Perth CBD,Perth,-31.9522054788,115.8520417661,4.2,407,No
16596981,V Burger Bar,Burger,East Victoria Park,Perth,-31.9871464309,115.9049148113,4.4,329,No
16596326,Ria Malay Kitchen,"Malaysian, Asian",Leederville,Perth,-31.9381660000,115.8413930000,4.2,355,No
16598876,Aisuru Sushi,"Japanese, Sushi",Northbridge,Perth,-31.9490642147,115.8596350998,4.3,373,No
16598952,el PÚBLICO,"Mexican, Bar Food",Highgate,Perth,-31.9381740000,115.8694720000,4.2,372,No
16597131,Cafe Elixir,Cafe Food,Wanneroo,Perth,-31.7510410000,115.8049010000,4.5,415,No
16596479,Voyage Kitchen,"Modern Australian, Cafe Food",Sorrento,Perth,-31.8375020000,115.7500380000,4.3,403,No
16598976,Marumo,"Japanese, Seafood, Modern Australian",Nedlands,Perth,-31.9802157847,115.7966588438,4.9,141,No
16598601,Chinta,"Beverages, Cafe Food","Scarborough Beach Road, North Perth",Perth,-31.9262491343,115.8500029519,4.1,290,No
16596234,Must Winebar,Modern Australian,Highgate,Perth,-31.9380610000,115.8697320000,4.5,316,No
16602022,James Parker Sushi X Sake,"Japanese, Sushi",Northbridge,Perth,-31.9472062040,115.8557147160,4.3,155,No
16599605,The Apple Daily Bar & Eating House,"Asian, Fusion",Perth CBD,Perth,-31.9543090000,115.8550633000,4.3,234,No
18156128,Petition Kitchen,"European, Australian",Perth CBD,Perth,-31.9552410975,115.8601148799,4.2,198,No
16597743,Rockpool Bar & Grill,"Steak, Modern Australian, Bar Food",Burswood,Perth,-31.9611575774,115.8942671120,4.2,791,No
16601688,Tropico,"Tapas, Modern Australian, Pizza",North Beach,Perth,-31.8560080000,115.7544120000,4.0,302,No
16596049,Hanami Japanese Restaurant,"Japanese, Sushi",Mount Lawley,Perth,-31.9328722850,115.8729596436,4.3,225,No
16599238,Kuza Urban Japanese Food,"Japanese, Sushi, Asian",Victoria Park,Perth,-31.9743002485,115.8971903846,4.2,293,No
16597986,Modo Mio,Italian,Burswood,Perth,-31.9614758771,115.8946278691,4.4,420,No
16598970,Chalk N Cheese,"Tapas, Modern Australian, Coffee and Tea",East Victoria Park,Perth,-31.9844707534,115.9030754864,4.1,440,No
16597786,Koko Black Claremont,"Desserts, Cafe Food",Claremont,Perth,-31.9826490000,115.7794490000,4.6,282,No
16598736,Lapa Brazilian Restaurant,"BBQ, Brazilian, Latin American",Subiaco,Perth,-31.9476056325,115.8264803141,4.4,287,No
16597253,Blackbird,"European, Tapas, Modern Australian","Eastbrook Terrace, East Perth",Perth,-31.9527343226,115.8766171709,4.3,269,No
16597153,Tak Chee House,"Asian, Malaysian",Perth CBD,Perth,-31.9453882702,115.8617057651,4.4,233,No
16598361,The Wild Fig Cafe,"Modern Australian, Cafe Food",Scarborough,Perth,-31.8979994965,115.7571093366,3.3,709,No
17841646,The Modern Eatery,"Japanese, Sushi, Modern Australian",Fremantle,Perth,-32.0535231014,115.7489031181,4.4,141,Yes
16598265,Petite Mort,"European, French, Modern Australian",Shenton Park,Perth,-31.9610180000,115.8114700000,4.7,269,No
16601603,Lucky Chan's Laundry + Noodlebar,"Asian, Bar Food",Northbridge,Perth,-31.9465239852,115.8608149365,2.9,389,No
16596615,Good Fortune Roast Duck House,Chinese,Perth CBD,Perth,-31.9454767495,115.8616698906,4.4,274,No
16600774,Francoforte Spaghetti Bar,Italian,Northbridge,Perth,-31.9493339090,115.8587777987,4.2,186,No
16599908,Red Opium,"Tapas, Thai","Hay Street, Perth CBD",Perth,-31.9571239000,115.8686983000,4.5,275,No
16600177,Sushia,"Sushi, Japanese",Perth CBD,Perth,-31.9548032987,115.8577330783,4.2,201,No
16597916,Chapels on Whatley,Cafe Food,Maylands,Perth,-31.9283019182,115.8922923356,4.1,429,No
16602023,May Street Larder,"Mexican, Coffee and Tea, Cafe Food",East Fremantle,Perth,-32.0409125000,115.7653069000,4.1,250,No
16597503,Fez Cafe,Cafe Food,Mount Lawley,Perth,-31.9337162216,115.8714790642,4.2,216,No
16599503,Print Hall,Modern Australian,Perth CBD,Perth,-31.9549028632,115.8551165834,4.2,265,No
16596197,Meeka Restaurant,"Middle Eastern, Modern Australian",Subiaco,Perth,-31.9550897599,115.8237488195,4.5,181,No
16596881,To To Vietnamese,Vietnamese,East Victoria Park,Perth,-31.9855744194,115.9036414325,4.1,326,No
16613885,Elk Espresso,"Cafe Food, Coffee and Tea",Oasis Shopping Centre,Gold Coast,-28.0300570000,153.4327160000,4.7,420,No
16613496,Amimoto,"Japanese, Sushi",Surfers Paradise,Gold Coast,-28.0001472222,153.4287861111,4.5,144,No
16616150,Lot 1,"Cafe Food, Coffee and Tea",Surfers Paradise,Gold Coast,-28.0031457000,153.4297850000,4.4,175,No
16612737,Alfresco Italian Restaurant,"Italian, Pizza, Seafood",Surfers Paradise,Gold Coast,-28.0071310000,153.4289280000,4.6,212,No
16613722,Bazaar,Modern Australian,QT Gold Coast,Gold Coast,-27.9945820000,153.4287150000,4.2,198,No
16614211,The Cardamom Pod,"Cafe Food, Vegetarian",Broadbeach,Gold Coast,-28.0305940000,153.4310400000,4.6,155,No
16615853,Paddock Bakery,"Bakery, Cafe Food",Burleigh Heads,Gold Coast,-28.0770180000,153.4444804000,4.3,155,No
16613319,Bumbles,"Cafe Food, Coffee and Tea",Surfers Paradise,Gold Coast,-27.9944460000,153.4245150000,4.2,141,No
17842357,Brooklyn Depot,"American, Burger, Bar Food",Surfers Paradise,Gold Coast,-28.0032166000,153.4272057000,4.3,164,Yes
16615462,Hurricane's Grill & Bar Surfers Paradise,"Steak, Grill","Soul Boardwalk, Surfers Paradise",Gold Coast,-28.0017928000,153.4309655000,4.2,181,No
17986593,Betty's Burgers and Concrete Co,"Burger, Ice Cream",Chevron Renaissance,Gold Coast,-27.9995550000,153.4280380000,4.5,237,No
16616560,Kiyomi Japanese Restaurant,"Japanese, Tapas","The Star Gold Coast, Broadbeach",Gold Coast,-28.0326005276,153.4281749127,4.9,73,No
16615077,Social Eating House & Bar,"Modern Australian, Seafood, Tapas",Broadbeach,Gold Coast,-28.0291003000,153.4313884000,4.9,139,No
16613490,Hakataya Ramen,Japanese,Surfers Paradise,Gold Coast,-28.0006443000,153.4283761000,4.4,108,No
16612854,Donto Sapporo Japanese,"Japanese, Sushi",Bundall,Gold Coast,-28.0135940000,153.4112610000,4.4,70,No
17986612,Bam Bam Bakehouse,"Bakery, French, Cafe Food",Mermaid Beach,Gold Coast,-28.0413420000,153.4344850000,4.3,101,No
16615798,Gemelli Italian,Italian,Broadbeach,Gold Coast,-28.0306208000,153.4307844000,4.4,148,No
16613015,Moo Moo The Wine Bar + Grill,Steak,Broadbeach,Gold Coast,-28.0308590000,153.4306180000,4.2,162,No
17842450,Paradox Coffee Roasters,Cafe Food,Surfers Paradise,Gold Coast,-28.0032166000,153.4272057000,4.2,82,No
16612822,Chiangmai Thai,Thai,Surfers Paradise,Gold Coast,-27.9957310000,153.4278260000,4.1,127,No
16612772,Misono Japanese Steakhouse,"Japanese, Steak, Sushi",Surfers Paradise Marriott Resort & Spa,Gold Coast,-27.9907880000,153.4281010000,4.3,84,No
16615913,Grocer & Grind,Cafe Food,Broadbeach Waters,Gold Coast,-28.0278520000,153.4243510000,4.1,111,No
16614808,Shiraz Authentic Persian Restaurant,"Middle Eastern, Vegetarian",Surfers Paradise,Gold Coast,-28.0039170000,153.4287930000,4.6,119,Yes
16613821,Vapiano - Soul Boardwalk,Italian,"Soul Boardwalk, Surfers Paradise",Gold Coast,-28.0018527778,153.4304361111,4.0,169,Yes
16612823,Chiangmai Thai,Thai,Broadbeach,Gold Coast,-28.0214860000,153.4289700000,4.2,137,No
16616357,Etsu Izakaya,"Japanese, Sushi",Mermaid Beach,Gold Coast,-28.0462820000,153.4348790000,4.8,80,No
16613933,Commune Cafe,"Sandwich, Cafe Food",Burleigh Heads,Gold Coast,-28.0810570000,153.4467370000,4.4,86,No
16613690,Itoshin,"Japanese, Sushi",Mermaid Beach,Gold Coast,-28.0438500000,153.4344180000,4.5,50,Yes
16613961,No Name Lane,Cafe Food,Broadbeach,Gold Coast,-28.0312860000,153.4305880000,4.3,100,No
16615192,BSKT Cafe,Cafe Food,Mermaid Beach,Gold Coast,-28.0591890000,153.4416590000,4.0,149,No
16613439,Barefoot Barista,"Cafe Food, Coffee and Tea",Palm Beach,Gold Coast,-28.1211430000,153.4724580000,4.4,88,No
16613436,Peter's Fish Market,"Seafood, Fish and Chips",Main Beach,Gold Coast,-27.9683650000,153.4273990000,4.0,86,No
16612910,Hard Rock Cafe,"American, Burger","Cavill Mall, Surfers Paradise",Gold Coast,-28.0018790000,153.4290160000,4.0,137,No
16613192,You Japanese,"Japanese, Sushi",Surfers Paradise,Gold Coast,-28.0023440000,153.4274730000,4.4,35,No
16613036,Omeros Bros Seafood Restaurant,Seafood,Marina Mirage,Gold Coast,-27.9685800000,153.4248810000,4.1,96,No
16613323,KooKoo Teppanyaki and Lounge Bar,"Asian, Japanese, Teppanyaki",Surfers Paradise,Gold Coast,-28.0032675000,153.4287410000,4.4,77,No
16612886,Four Winds 360,"Modern Australian, Seafood",Surfers Paradise,Gold Coast,-28.0181500000,153.4295960000,3.5,88,No
16613384,Glass Dining & Lounge Bar,"Seafood, Modern Australian, Mediterranean",Marina Mirage,Gold Coast,-27.9686083333,153.4252305556,4.1,77,No
16615398,Longboards Laidback Eatery & Bar,"Modern Australian, Burger",Surfers Paradise,Gold Coast,-28.0077573000,153.4312452000,4.3,84,Yes
16615222,42 Fifteen,"Modern Australian, Cafe Food",Southport,Gold Coast,-27.9688053000,153.4134002000,4.5,71,No
16614245,Justin Lane Pizzeria & Bar,"Pizza, Italian",Burleigh Heads,Gold Coast,-28.0886800000,153.4515362000,4.2,111,Yes
16612761,Bavarian Haus Restaurant & Function Centre,German,Surfers Paradise,Gold Coast,-28.0016080000,153.4283140000,3.8,34,No
16613264,Cha Cha Japanese,Japanese,Broadbeach,Gold Coast,-28.0288470000,153.4310460000,3.8,84,No
16614275,JFX,Japanese,Southport,Gold Coast,-27.9697010000,153.4145670000,4.3,59,No
17986595,Rick Shores,Asian Fusion,Burleigh Heads,Gold Coast,-28.0893770000,153.4547330000,4.0,45,No
16613202,Mario's Italian Restaurant & Pizzeria,"Pizza, Italian","The Oasis Shopping Centre, Broadbeach",Gold Coast,-28.0203110000,153.4312440000,4.1,105,Yes
17986473,Blackboard Specialty Coffee,Cafe Food,Varsity Lakes,Gold Coast,-28.0775000000,153.4154700000,4.1,83,No
16616130,Bonita Bonita,Mexican,Mermaid Beach,Gold Coast,-28.0450208000,153.4348788000,4.5,76,No
17986459,Mamasan Kitchen and Bar,"Asian, Fusion",The Oracle,Gold Coast,-28.0305910000,153.4326320000,4.2,54,No
16613675,Koi Dining & Lounge Bar,"Modern Australian, Mediterranean",Broadbeach,Gold Coast,-28.0283202000,153.4311910000,4.0,136,No
16615828,Daark Espresso Bar,Cafe Food,Labrador,Gold Coast,-27.9560900000,153.4004460000,4.4,59,No
16613172,Nero Dining,Modern Australian,Broadbeach Waters,Gold Coast,-28.0277940000,153.4243560000,4.4,60,No
18319110,The Loose Moose Tap & Grill House,"American, Modern Australian",Broadbeach,Gold Coast,-28.0295030769,153.4314610189,4.0,72,No
16613312,Terraces Restaurant,Seafood,Sheraton Grand Mirage Resort,Gold Coast,-27.9673466195,153.4280246450,3.7,47,No
16615424,Muso Ramen & Gyoza Bar,"Japanese, Ramen, Dumplings",Mermaid Beach,Gold Coast,-28.0437652000,153.4344161000,4.3,37,No
16613513,Little Truffle Dining Room & Bar,Italian,Mermaid Beach,Gold Coast,-28.0460850000,153.4349980000,4.7,73,No
16614037,Mecca Bah,Turkish,Broadbeach,Gold Coast,-28.0263690000,153.4293980000,4.1,107,No
16615136,Espl Coffee,Cafe Food,"Soul Boardwalk, Surfers Paradise",Gold Coast,-28.0018320000,153.4307559000,4.3,44,No
16613251,Pancakes in Paradise,American,Surfers Paradise,Gold Coast,-28.0110910000,153.4295350000,3.7,82,No
16613356,George's Paragon Seafood Restaurant,Seafood,Hope Island,Gold Coast,-27.8632970000,153.3778080000,4.0,109,No
16616234,Greek Street Grill,Greek,Surfers Paradise,Gold Coast,-28.0015388889,153.4309083333,4.1,42,No
16612884,Harvest Buffet,"Seafood, Modern Australian","The Star Gold Coast, Broadbeach",Gold Coast,-28.0315147247,153.4284745037,3.7,72,No
17842392,Blendlove,"Healthy Food, Desserts, Cafe Food",Southport,Gold Coast,-27.9913480000,153.4122520000,4.0,30,No
16613781,Baritalia,Italian,Chevron Renaissance,Gold Coast,-28.0001067000,153.4269591000,4.2,104,No
16612843,Costa D'Oro Italian Restaurant and Pizzeria,"Italian, Pizza",Surfers Paradise,Gold Coast,-27.9998250000,153.4296570000,4.2,76,No
16615004,Ze Pickle,"American, Burger",Burleigh Heads,Gold Coast,-28.0908476000,153.4516497000,4.0,85,Yes
16616739,Cucina Vivo Italian Restaurant,Italian,"The Star Gold Coast, Broadbeach",Gold Coast,-28.0263690000,153.4293980000,4.1,53,No
18283040,The Cardamom Pod,"Cafe Food, Vegetarian",Southport,Gold Coast,-27.9800120000,153.4090580000,4.1,41,No
16613191,Yellowfin Seafood Restaurant,Seafood,Broadbeach,Gold Coast,-28.0274410000,153.4316860000,4.0,81,Yes
17984070,Canteen Kitchen,Cafe Food,Burleigh Heads,Gold Coast,-28.0898060000,153.4501350000,4.0,78,No
16613686,Maruya,Japanese,Southport,Gold Coast,-27.9687100000,153.4134670000,4.2,42,No
16614285,Charis Seafood,"Seafood, Fish and Chips",Labrador,Gold Coast,-27.9416096000,153.4081330000,3.7,37,No
16612932,"Il Barocco, Palazzo Versace","Modern Australian, Contemporary",Palazzo Versace,Gold Coast,-27.9688760000,153.4276430000,4.0,43,No
16614397,Sushi Ave,"Japanese, Sushi",Surfers Paradise,Gold Coast,-28.0011850000,153.4292770000,4.0,39,No
16614608,Waves Buffet Restaurant,Seafood,Surfers Paradise,Gold Coast,-28.0068163000,153.4292108000,4.1,37,No
16613400,Max Brenner,Desserts,Surfers Paradise,Gold Coast,-27.9995980000,153.4279080000,3.8,45,No
18250087,Garden Kitchen and Bar,Modern Australian,"The Star Gold Coast, Broadbeach",Gold Coast,-28.0319470000,153.4286960000,3.6,38,No
18469500,Betty's Burgers & Concrete Co.,"Burger, Ice Cream",Broadbeach,Gold Coast,-28.0366198510,153.4279795116,4.1,147,No
16614353,The Bavarian - Broadbeach,"German, Pub Food",Broadbeach,Gold Coast,-28.0291000000,153.4313880000,3.8,62,No
16612991,Manolas Bros Delicatessen,"Burger, Desserts, Deli, Modern Australian, Cafe Food",Surfers Paradise,Gold Coast,-28.0095088000,153.4266502000,4.1,37,No
16613425,Taboon,"Israeli, Vegetarian, Mediterranean, Middle Eastern, Moroccan, Turkish",Robina,Gold Coast,-28.0847840000,153.3918150000,4.6,41,No
18013363,House of Brews,American,Surfers Paradise,Gold Coast,-28.0007664194,153.4301531218,4.0,32,No
16614272,MOS Burger,"Burger, Japanese","Soul Boardwalk, Surfers Paradise",Gold Coast,-28.0017928000,153.4309655000,4.1,50,No
17986471,Seascape Restaurant + Bar,Seafood,Surfers Paradise,Gold Coast,-28.0016220000,153.4305140000,4.0,30,No
16612778,Bistro Lamp,Japanese,Surfers Paradise,Gold Coast,-28.0110910000,153.4295350000,4.2,32,No
16613719,Bangkok Thai,Thai,Surfers Paradise,Gold Coast,-27.9980580000,153.4187320000,4.2,49,No
16614830,Yum Cha Noodle Haus,"Chinese, Yum Cha",Surfers Paradise,Gold Coast,-28.0011850000,153.4292770000,3.8,36,No
16613435,Mike's Kitchen,Steak,Merrimac,Gold Coast,-28.0486557000,153.3566875000,4.3,53,No
17972516,Social Brew,"Modern Australian, Cafe Food",Burleigh Heads,Gold Coast,-28.0910917183,153.4490282963,3.4,46,No
18353549,Hideaway Kitchen,Asian,Broadbeach,Gold Coast,-28.0306360000,153.4302000000,4.0,31,No
16612974,The Lazy Lobster,Seafood,Labrador,Gold Coast,-27.9450050000,153.4099960000,3.9,39,No
16614200,"Catch Restaurant, Hilton Surfers Paradise","Modern Australian, Seafood",Hilton Hotel,Gold Coast,-28.0006800000,153.4295747000,4.0,65,No
16614188,Guzman Y Gomez,Mexican,Broadbeach,Gold Coast,-28.0305797000,153.4325832000,4.4,43,No
16615116,The Cuban,"Latin American, Spanish",Broadbeach,Gold Coast,-28.0311454000,153.4315914000,4.0,54,No
18131620,Salt Meats Cheese,"Italian, Pizza",Surfers Paradise,Gold Coast,-28.0032210000,153.4272380000,4.0,29,No
16616032,Elston Bar,Modern Australian,"Soul Boardwalk, Surfers Paradise",Gold Coast,-28.0015305556,153.4309694444,3.4,75,Yes
16616643,The Lamb Shop,Greek,The Oracle,Gold Coast,-28.0306080000,153.4326339000,4.2,36,No
16613114,Shogun Japanese Restaurant,Japanese,Southport,Gold Coast,-27.9805790000,153.4100700000,4.3,23,No
17977429,The Surfers Paradise Beach Cafe,Modern Australian,"Soul Boardwalk, Surfers Paradise",Gold Coast,-28.0013861111,153.4309694444,3.2,78,No
16615165,Bin 12,"Tapas, Bar Food",Burleigh Heads,Gold Coast,-28.0894337000,153.4509819000,4.5,35,No
16603064,The Cupping Room,"Coffee and Tea, Cafe Food",Civic,ACT,-35.2804650000,149.1258880000,4.6,291,No
16603301,Akiba,"Asian, Japanese, Fusion",Civic,ACT,-35.2778959000,149.1312173000,4.4,235,No
16603053,Penny University Coffee Roasters,"Coffee and Tea, Cafe Food",Kingston,ACT,-35.3162900000,149.1405960000,4.5,135,No
16603138,Local Press Cafe,"Breakfast, Coffee and Tea, Cafe Food",Kingston,ACT,-35.3114722000,149.1455438000,4.5,103,No
16602472,Brodburger,Burger,Kingston,ACT,-35.3116920000,149.1447640000,4.3,179,No
16602692,Mocan & Green Grout,"Breakfast, Coffee and Tea, Tapas",Civic,ACT,-35.2850520000,149.1247870000,4.2,165,No
16602930,Eightysix,Modern Australian,Braddon,ACT,-35.2734700000,149.1339818000,4.3,168,No
16603327,Frugii Dessert Laboratory,"Coffee and Tea, Desserts, Ice Cream",Braddon,ACT,-35.2717470000,149.1334230000,4.7,79,No
17841872,Kinn Thai,"Asian, Thai",Civic,ACT,-35.2774841000,149.1328422000,4.3,103,No
16603198,Black Fire Restaurant,"Mediterranean, Spanish",Braddon,ACT,-35.2729700000,149.1319250000,4.4,78,No
17849702,Pâtissez,"Desserts, Cafe Food",Griffith,ACT,-35.3205410000,149.1323570000,3.9,112,No
16603178,Monster Kitchen and Bar,"Breakfast, Modern Australian",Civic,ACT,-35.2849287000,149.1225309000,4.1,139,No
16602877,Sweet Bones Bakery Cafe,"Bakery, Sandwich, Cafe Food",Braddon,ACT,-35.2720075000,149.1327648000,4.2,76,No
16602447,Lonsdale Street Roasters,"Coffee and Tea, Sandwich, Cafe Food",Braddon,ACT,-35.2751500000,149.1323240000,4.1,131,No
16602346,Courgette,Modern Australian,Civic,ACT,-35.2766760000,149.1267550000,4.6,80,No
16602458,Morks Restaurant,Thai,Kingston,ACT,-35.3106388000,149.1439484000,4.5,88,No
16602498,Sage Restaurant,Modern Australian,Braddon,ACT,-35.2762733000,149.1403558000,4.4,92,No
16602397,The Flute Bakery,"Breakfast, Coffee and Tea",Fyshwick,ACT,-35.3306690000,149.1773070000,4.6,74,No
16602382,Italian and Sons Vino e Cucina,Italian,Braddon,ACT,-35.2750771000,149.1324730000,4.1,117,No
16602348,Aubergine,"European, French",Griffith,ACT,-35.3280450000,149.1417240000,4.9,58,No
16603099,Temporada,"Tapas, Modern Australian",Civic,ACT,-35.2761620000,149.1277690000,4.2,66,No
16602437,Koko Black Canberra,"Coffee and Tea, Desserts",Civic,ACT,-35.2814830000,149.1347500000,4.4,73,No
16602390,Blu Ginger,Indian,Civic,ACT,-35.2773485000,149.1319602000,4.3,92,No
16602395,Dickson Asian Noodle House,"Asian, Malaysian, Thai",Dickson,ACT,-35.2503810000,149.1364750000,4.1,77,No
16603299,Lilotang Japanese,"Japanese, Modern Australian",Barton,ACT,-35.3119901000,149.1336292000,4.2,45,No
18175934,Space Kitchen,Modern Australian,Phillip,ACT,-35.3424850000,149.0840520000,4.1,45,No
16602365,Urban Pantry,Modern Australian,Griffith,ACT,-35.3211518000,149.1329905000,3.7,123,No
16602427,Sammy's Kitchen,"Chinese, Malaysian",Civic,ACT,38.0290500000,-121.3218600000,4.1,84,No
16602353,Silo Bakery,Mediterranean,Kingston,ACT,-35.3157620000,149.1403050000,4.3,81,No
16602425,The Chairman and Yip,Cantonese,Barton,ACT,-35.2784120000,149.1327670000,4.2,53,No
16603167,Bentspoke Brewing Co,Bar Food,Braddon,ACT,-35.2730760000,149.1318500000,4.0,91,No
17973397,Grease Monkey,"Burger, American",Braddon,ACT,-35.2729240000,149.1324240000,4.1,87,No
16603059,PappaRich,Malaysian,Civic,ACT,-35.2788630000,149.1336620000,3.9,99,Yes
16602539,Fish Shack,"Seafood, Fish and Chips, Australian",Civic,ACT,-35.2775340000,149.1311340000,4.3,43,No
16603232,Eighty/Twenty,"Coffee and Tea, Modern Australian, Cafe Food",Braddon,ACT,-35.2736540000,149.1331160000,4.0,72,No
16602689,Yarralumla Turkish Halal Pide House,Turkish,Yarralumla,ACT,-35.3071373000,149.0982294000,4.8,64,No
16603258,Les Bistronomes,French,Braddon,ACT,-35.2895510000,149.1541030000,4.4,44,No
16602475,Au Lac Royal Vegetarian Cuisine,"Asian, Vietnamese",Dickson,ACT,-35.2501070000,149.1365200000,4.4,47,No
18568838,RAKU,Japanese,Civic,ACT,-35.2805900000,149.1337790000,4.1,26,No
16603103,CBD Dumpling House,"Asian, Chinese, Malaysian",Civic,ACT,-35.2777357000,149.1337001000,3.7,78,No
16602668,Ona on the Lawns,"Breakfast, Coffee and Tea",Griffith,ACT,-35.3202945986,149.1322857142,4.1,83,No
16602537,Two Before Ten - Cafe & Coffee Roasters,"Cafe Food, Coffee and Tea",Civic,ACT,-35.2564588000,149.0787032000,4.1,66,No
16602377,Iori Japanese Restaurant,Japanese,Civic,ACT,-35.2788120000,149.1304470000,4.2,40,No
16602643,Dobinsons Bakery Cafe,"Coffee and Tea, Desserts",Civic,ACT,-35.2790202000,149.1332490000,3.9,72,No
16603346,Bistro Nguyen's,"Asian, Vietnamese",Civic,ACT,-35.2785670000,149.1285380000,3.8,61,No
16602794,Ricardo's Cafe,"Pizza, Modern Australian, Cafe Food",Macquarie,ACT,-35.2526370000,149.0711250000,4.0,70,No
16602401,Poachers Pantry,Modern Australian,Hall,ACT,-35.1677040000,149.0600970000,4.2,59,No
